,Year,LeagueID,TeamID,Playoff,MadePlayoff,Unnamed,Games Played,Wins,Losses,Ties,Overtime_Losses,Total_Points,Points_Per_Game,Shootout_Wins,Shootout_Losses,Goals_For,Goals_Against,Penalty_Minutes,Penalty_Minutes_Per_Game,Power_Play_Goals,Power_Play_Chances,Short_handed_Goals_Against,Penalty_Kill_Goals_Allowed,Penalty_Kill_Chances,Goals_For_Per_Game,GoalsAgainstPerGame
575,1982,NHL,BUF,Division_Finals,1,,80,38,29,13.0,,89,1.11,,,318,285,1031,12.9,67.0,311.0,9.0,48.0,274.0,3.98,3.56
576,1982,NHL,CAL,Division_Finals,1,,80,32,34,14.0,,78,0.98,,,321,317,1146,14.3,65.0,273.0,6.0,59.0,258.0,4.01,3.96
577,1982,NHL,CHI,Conference_Finals,1,,80,47,23,10.0,,104,1.3,,,338,268,1185,14.8,86.0,316.0,6.0,71.0,304.0,4.22,3.35
578,1982,NHL,DET,,0,,80,21,44,15.0,,57,0.71,,,263,344,1064,13.3,37.0,268.0,9.0,80.0,292.0,3.29,4.3
579,1982,NHL,EDM,Finals,1,,80,47,21,12.0,,106,1.33,,,424,315,1771,22.1,86.0,294.0,6.0,89.0,396.0,5.3,3.94
580,1982,NHL,HAR,,0,,80,19,54,7.0,,45,0.56,,,261,403,1392,17.4,51.0,264.0,9.0,70.0,293.0,3.26,5.04
581,1982,NHL,LAK,,0,,80,27,41,12.0,,66,0.83,,,308,365,1367,17.1,81.0,340.0,14.0,94.0,296.0,3.85,4.56
582,1982,NHL,MNS,Division_Finals,1,,80,40,24,16.0,,96,1.2,,,321,290,1520,19.0,91.0,345.0,20.0,67.0,347.0,4.01,3.62
583,1982,NHL,MTL,Division_Semi-Finals,1,,80,42,24,14.0,,98,1.23,,,350,286,1116,14.0,64.0,288.0,8.0,68.0,260.0,4.38,3.58
584,1982,NHL,NJD,,0,,80,17,49,14.0,,48,0.6,,,230,338,1270,15.9,66.0,302.0,10.0,78.0,294.0,2.88,4.22
585,1982,NHL,NYI,Stanley_Cup,1,,80,42,26,12.0,,96,1.2,,,302,226,1266,15.8,69.0,267.0,3.0,55.0,331.0,3.78,2.82
586,1982,NHL,NYR,Division_Finals,1,,80,35,35,10.0,,80,1.0,,,306,287,1100,13.8,71.0,317.0,8.0,75.0,312.0,3.82,3.59
587,1982,NHL,PHI,Division_Semi-Finals,1,,80,49,23,8.0,,106,1.33,,,326,240,1337,16.7,60.0,278.0,7.0,61.0,339.0,4.08,3.0
588,1982,NHL,PIT,,0,,80,18,53,9.0,,45,0.56,,,257,394,1859,23.2,81.0,358.0,15.0,110.0,396.0,3.21,4.92
589,1982,NHL,QUE,Division_Semi-Finals,1,,80,34,34,12.0,,80,1.0,,,343,336,1648,20.6,61.0,294.0,6.0,92.0,348.0,4.29,4.2
590,1982,NHL,STL,Division_Semi-Finals,1,,80,25,40,15.0,,65,0.81,,,285,316,1281,16.0,67.0,316.0,12.0,63.0,336.0,3.56,3.95
591,1982,NHL,TOR,Division_Semi-Finals,1,,80,28,40,12.0,,68,0.85,,,293,330,1481,18.5,79.0,355.0,9.0,83.0,332.0,3.66,4.12
592,1982,NHL,VAN,Division_Semi-Finals,1,,80,30,35,15.0,,75,0.94,,,303,309,1639,20.5,90.0,333.0,13.0,56.0,292.0,3.79,3.86
593,1982,NHL,WAS,Division_Semi-Finals,1,,80,39,25,16.0,,94,1.18,,,306,283,1329,16.6,75.0,358.0,11.0,53.0,288.0,3.82,3.54
594,1982,NHL,WIN,Division_Semi-Finals,1,,80,33,39,8.0,,74,0.93,,,311,333,1089,13.6,78.0,330.0,7.0,67.0,246.0,3.89,4.16
595,1983,NHL,BOS,Division_Semi-Finals,1,,80,49,25,6.0,,104,1.3,,,336,261,1606,20.1,82.0,342.0,7.0,56.0,336.0,4.2,3.26
596,1983,NHL,BUF,Division_Semi-Finals,1,,80,48,25,7.0,,103,1.29,,,315,257,1190,14.9,71.0,329.0,14.0,50.0,277.0,3.94,3.21
597,1983,NHL,CAL,Division_Finals,1,,80,34,32,14.0,,82,1.03,,,311,314,1390,17.4,64.0,297.0,10.0,63.0,315.0,3.89,3.92
598,1983,NHL,CHI,Division_Semi-Finals,1,,80,30,42,8.0,,68,0.85,,,277,311,1358,17.0,67.0,332.0,7.0,74.0,342.0,3.46,3.89
599,1983,NHL,DET,Division_Semi-Finals,1,,80,31,42,7.0,,69,0.86,,,298,323,1546,19.3,79.0,356.0,10.0,77.0,311.0,3.72,4.04
600,1983,NHL,EDM,Stanley_Cup,1,,80,57,18,5.0,,119,1.49,,,446,314,1577,19.7,81.0,318.0,12.0,77.0,386.0,5.58,3.92
601,1983,NHL,HAR,,0,,80,28,42,10.0,,66,0.83,,,288,320,1184,14.8,80.0,329.0,14.0,68.0,301.0,3.6,4.0
602,1983,NHL,LAK,,0,,80,23,44,13.0,,59,0.74,,,309,376,1265,15.8,75.0,360.0,17.0,82.0,294.0,3.86,4.7
603,1983,NHL,MNS,Conference_Finals,1,,80,39,31,10.0,,88,1.1,,,345,344,1696,21.2,91.0,340.0,8.0,89.0,407.0,4.31,4.3
604,1983,NHL,MTL,Conference_Finals,1,,80,35,40,5.0,,75,0.94,,,286,295,1371,17.1,58.0,294.0,7.0,56.0,276.0,3.58,3.69
605,1983,NHL,NJD,,0,,80,17,56,7.0,,41,0.51,,,231,350,1352,16.9,51.0,363.0,13.0,83.0,336.0,2.89,4.38
606,1983,NHL,NYI,Finals,1,,80,50,26,4.0,,104,1.3,,,357,269,1157,14.5,63.0,280.0,9.0,66.0,360.0,4.46,3.36
607,1983,NHL,NYR,Division_Semi-Finals,1,,80,42,29,9.0,,93,1.16,,,314,304,1471,18.4,74.0,295.0,11.0,76.0,347.0,3.92,3.8
608,1983,NHL,PHI,Division_Semi-Finals,1,,80,44,26,10.0,,98,1.23,,,350,290,1488,18.6,64.0,316.0,9.0,84.0,364.0,4.38,3.62
609,1983,NHL,PIT,,0,,80,16,58,6.0,,38,0.48,,,254,390,1695,21.2,70.0,340.0,14.0,86.0,357.0,3.18,4.88
610,1983,NHL,QUE,Division_Finals,1,,80,42,28,10.0,,94,1.18,,,360,278,1600,20.0,69.0,316.0,10.0,70.0,361.0,4.5,3.48
611,1983,NHL,STL,Division_Finals,1,,80,32,41,7.0,,71,0.89,,,293,316,1614,20.2,79.0,347.0,16.0,91.0,364.0,3.66,3.95
612,1983,NHL,TOR,,0,,80,26,45,9.0,,61,0.76,,,303,387,1682,21.0,82.0,383.0,7.0,101.0,382.0,3.79,4.84
613,1983,NHL,VAN,Division_Semi-Finals,1,,80,32,39,9.0,,73,0.91,,,306,328,1474,18.4,90.0,369.0,11.0,73.0,312.0,3.82,4.1
614,1983,NHL,WAS,Division_Finals,1,,80,48,27,5.0,,101,1.26,,,308,226,1252,15.7,77.0,382.0,18.0,39.0,293.0,3.85,2.82
615,1983,NHL,WIN,Division_Semi-Finals,1,,80,31,38,11.0,,73,0.91,,,340,374,1579,19.7,80.0,374.0,18.0,86.0,341.0,4.25,4.68
616,1984,NHL,BOS,Division_Semi-Finals,1,,80,36,34,10.0,,82,1.03,,,303,287,1825,22.8,69.0,323.0,8.0,67.0,337.0,3.79,3.59
617,1984,NHL,BUF,Division_Semi-Finals,1,,80,38,28,14.0,,90,1.13,,,290,237,1221,15.3,76.0,322.0,5.0,52.0,295.0,3.62,2.96
618,1984,NHL,CAL,Division_Semi-Finals,1,,80,41,27,12.0,,94,1.18,,,363,302,1400,17.5,79.0,316.0,21.0,81.0,317.0,4.54,3.78
619,1984,NHL,CHI,Conference_Finals,1,,80,38,35,7.0,,83,1.04,,,309,299,1432,17.9,62.0,285.0,5.0,77.0,334.0,3.86,3.74
620,1984,NHL,DET,Division_Semi-Finals,1,,80,27,41,12.0,,66,0.83,,,313,357,1741,21.8,73.0,324.0,15.0,89.0,339.0,3.91,4.46
621,1984,NHL,EDM,Stanley_Cup,1,,80,49,20,11.0,,109,1.36,,,401,298,1567,19.6,74.0,293.0,5.0,76.0,353.0,5.01,3.72
622,1984,NHL,HAR,,0,,80,30,41,9.0,,69,0.86,,,268,318,1606,20.1,73.0,321.0,12.0,62.0,324.0,3.35,3.98
623,1984,NHL,LAK,Division_Semi-Finals,1,,80,34,32,14.0,,82,1.03,,,339,326,1413,17.7,87.0,370.0,13.0,54.0,291.0,4.24,4.08
624,1984,NHL,MNS,Division_Finals,1,,80,25,43,12.0,,62,0.78,,,268,321,1735,21.7,71.0,335.0,14.0,88.0,358.0,3.35,4.01
625,1984,NHL,MTL,Division_Finals,1,,80,41,27,12.0,,94,1.18,,,309,262,1464,18.3,77.0,325.0,8.0,57.0,279.0,3.86,3.28
626,1984,NHL,NJD,,0,,80,22,48,10.0,,54,0.68,,,264,346,1282,16.0,70.0,362.0,15.0,73.0,317.0,3.3,4.32
627,1984,NHL,NYI,Division_Finals,1,,80,40,34,6.0,,86,1.08,,,345,312,1516,19.0,71.0,277.0,7.0,68.0,386.0,4.31,3.9
628,1984,NHL,NYR,Division_Semi-Finals,1,,80,26,44,10.0,,62,0.78,,,295,345,1301,16.3,72.0,305.0,8.0,64.0,333.0,3.69,4.31
629,1984,NHL,PHI,Finals,1,,80,53,20,7.0,,113,1.41,,,348,241,1540,19.3,67.0,305.0,6.0,66.0,326.0,4.35,3.01
630,1984,NHL,PIT,,0,,80,24,51,5.0,,53,0.66,,,276,385,1493,18.7,62.0,363.0,22.0,74.0,311.0,3.45,4.81
631,1984,NHL,QUE,Conference_Finals,1,,80,41,30,9.0,,91,1.14,,,323,275,1643,20.5,64.0,306.0,12.0,66.0,307.0,4.04,3.44
632,1984,NHL,STL,Division_Semi-Finals,1,,80,37,31,12.0,,86,1.08,,,299,288,1301,16.3,66.0,301.0,9.0,73.0,306.0,3.74,3.6
633,1984,NHL,TOR,,0,,80,20,52,8.0,,48,0.6,,,253,358,1627,20.3,69.0,352.0,12.0,83.0,324.0,3.16,4.47
634,1984,NHL,VAN,,0,,80,25,46,9.0,,59,0.74,,,284,401,1451,18.1,61.0,313.0,14.0,89.0,302.0,3.55,5.01
635,1984,NHL,WAS,Division_Semi-Finals,1,,80,46,25,9.0,,101,1.26,,,322,240,1161,14.5,79.0,331.0,7.0,68.0,286.0,4.03,3.0
636,1984,NHL,WIN,Division_Finals,1,,80,43,27,10.0,,96,1.2,,,358,332,1540,19.3,75.0,315.0,17.0,70.0,319.0,4.47,4.15
637,1985,NHL,BOS,Division_Semi-Finals,1,,80,37,31,12.0,,86,1.08,,,311,288,1919,24.0,95.0,412.0,5.0,97.0,402.0,3.89,3.6
638,1985,NHL,BUF,,0,,80,37,37,6.0,,80,1.0,,,296,291,1608,20.1,72.0,351.0,14.0,66.0,342.0,3.7,3.64
639,1985,NHL,CAL,Finals,1,,80,40,31,9.0,,89,1.11,,,354,315,2297,28.7,92.0,372.0,11.0,101.0,427.0,4.42,3.94
640,1985,NHL,CHI,Division_Semi-Finals,1,,80,39,33,8.0,,86,1.08,,,351,349,1537,19.2,85.0,332.0,10.0,85.0,388.0,4.39,4.36
641,1985,NHL,DET,,0,,80,17,57,6.0,,40,0.5,,,266,415,2393,29.9,79.0,382.0,11.0,111.0,394.0,3.32,5.19
642,1985,NHL,EDM,Division_Finals,1,,80,56,17,7.0,,119,1.49,,,426,310,1928,24.1,78.0,295.0,15.0,77.0,409.0,5.32,3.88
643,1985,NHL,HAR,Division_Finals,1,,80,40,36,4.0,,84,1.05,,,332,302,1759,22.0,83.0,378.0,8.0,72.0,376.0,4.15,3.78
644,1985,NHL,LAK,,0,,80,23,49,8.0,,54,0.68,,,284,389,2004,25.1,69.0,393.0,16.0,103.0,364.0,3.55,4.86
645,1985,NHL,MNS,Division_Semi-Finals,1,,80,38,33,9.0,,85,1.06,,,327,305,1672,20.9,88.0,370.0,12.0,80.0,387.0,4.09,3.81
646,1985,NHL,MTL,Stanley_Cup,1,,80,40,33,7.0,,87,1.09,,,330,280,1372,17.2,87.0,343.0,8.0,64.0,307.0,4.12,3.5
647,1985,NHL,NJD,,0,,80,28,49,3.0,,59,0.74,,,300,374,1424,17.8,70.0,355.0,5.0,103.0,400.0,3.75,4.68
648,1985,NHL,NYI,Division_Semi-Finals,1,,80,39,29,12.0,,90,1.13,,,327,284,1343,16.8,73.0,332.0,9.0,77.0,369.0,4.09,3.55
649,1985,NHL,NYR,Conference_Finals,1,,80,36,38,6.0,,78,0.98,,,280,276,1496,18.7,73.0,362.0,4.0,81.0,365.0,3.5,3.45
650,1985,NHL,PHI,Division_Semi-Finals,1,,80,53,23,4.0,,110,1.38,,,335,241,2025,25.3,91.0,380.0,9.0,71.0,418.0,4.19,3.01
651,1985,NHL,PIT,,0,,80,34,38,8.0,,76,0.95,,,313,305,1538,19.2,93.0,425.0,17.0,78.0,340.0,3.91,3.81
652,1985,NHL,QUE,Division_Semi-Finals,1,,80,43,31,6.0,,92,1.15,,,330,289,1847,23.1,99.0,423.0,20.0,71.0,379.0,4.12,3.61
653,1985,NHL,STL,Conference_Finals,1,,80,37,34,9.0,,83,1.04,,,302,291,1478,18.5,78.0,362.0,14.0,74.0,324.0,3.78,3.64
654,1985,NHL,TOR,Division_Finals,1,,80,25,48,7.0,,57,0.71,,,311,386,1716,21.5,67.0,364.0,11.0,83.0,364.0,3.89,4.82
655,1985,NHL,VAN,Division_Semi-Finals,1,,80,23,44,13.0,,59,0.74,,,282,333,1813,22.7,89.0,419.0,17.0,71.0,328.0,3.52,4.16
656,1985,NHL,WAS,Division_Finals,1,,80,50,23,7.0,,107,1.34,,,315,272,1418,17.7,82.0,360.0,6.0,67.0,348.0,3.94,3.4
657,1985,NHL,WIN,Division_Semi-Finals,1,,80,26,47,7.0,,59,0.74,,,295,372,1774,22.2,72.0,356.0,14.0,83.0,335.0,3.69,4.65
658,1986,NHL,BOS,Division_Semi-Finals,1,,80,39,34,7.0,,85,1.06,,,301,276,1870,23.4,65.0,334.0,5.0,60.0,325.0,3.76,3.45
659,1986,NHL,BUF,,0,,80,28,44,8.0,,64,0.8,,,280,308,1810,22.6,68.0,364.0,9.0,86.0,355.0,3.5,3.85
660,1986,NHL,CAL,Division_Semi-Finals,1,,80,46,31,3.0,,95,1.19,,,318,289,2036,25.5,80.0,318.0,14.0,75.0,368.0,3.98,3.61
661,1986,NHL,CHI,Division_Semi-Finals,1,,80,29,37,14.0,,72,0.9,,,290,310,1692,21.2,55.0,324.0,9.0,81.0,341.0,3.62,3.88
662,1986,NHL,DET,Conference_Finals,1,,80,34,36,10.0,,78,0.98,,,260,274,2209,27.6,69.0,336.0,7.0,73.0,357.0,3.25,3.42
663,1986,NHL,EDM,Stanley_Cup,1,,80,50,24,6.0,,106,1.33,,,372,284,1721,21.5,70.0,318.0,8.0,74.0,372.0,4.65,3.55
664,1986,NHL,HAR,Division_Semi-Finals,1,,80,43,30,7.0,,93,1.16,,,287,270,1496,18.7,73.0,352.0,10.0,71.0,336.0,3.59,3.38
665,1986,NHL,LAK,Division_Semi-Finals,1,,80,31,41,8.0,,70,0.88,,,318,341,2038,25.5,97.0,389.0,16.0,92.0,346.0,3.98,4.26
666,1986,NHL,MNS,,0,,80,30,40,10.0,,70,0.88,,,296,314,1936,24.2,83.0,355.0,18.0,92.0,376.0,3.7,3.92
667,1986,NHL,MTL,Conference_Finals,1,,80,41,29,10.0,,92,1.15,,,277,241,1802,22.5,67.0,321.0,6.0,51.0,304.0,3.46,3.01
668,1986,NHL,NJD,,0,,80,29,45,6.0,,64,0.8,,,293,368,1735,21.7,82.0,382.0,10.0,95.0,361.0,3.66,4.6
669,1986,NHL,NYI,Division_Finals,1,,80,35,33,12.0,,82,1.03,,,279,281,1857,23.2,84.0,337.0,9.0,83.0,381.0,3.49,3.51
670,1986,NHL,NYR,Division_Semi-Finals,1,,80,34,38,8.0,,76,0.95,,,307,323,1718,21.5,75.0,375.0,15.0,71.0,379.0,3.84,4.04
671,1986,NHL,PHI,Finals,1,,80,46,26,8.0,,100,1.25,,,310,245,2082,26.0,68.0,355.0,5.0,71.0,402.0,3.88,3.06
672,1986,NHL,PIT,,0,,80,30,38,12.0,,72,0.9,,,297,290,1693,21.2,74.0,378.0,9.0,72.0,318.0,3.71,3.62
673,1986,NHL,QUE,Division_Finals,1,,80,31,39,10.0,,72,0.9,,,267,276,1741,21.8,76.0,354.0,12.0,52.0,311.0,3.34,3.45
674,1986,NHL,STL,Division_Semi-Finals,1,,80,32,33,15.0,,79,0.99,,,281,293,1572,19.7,79.0,324.0,11.0,58.0,303.0,3.51,3.66
675,1986,NHL,TOR,Division_Finals,1,,80,32,42,6.0,,70,0.88,,,286,319,1827,22.8,52.0,303.0,10.0,71.0,323.0,3.58,3.99
676,1986,NHL,VAN,,0,,80,29,43,8.0,,66,0.83,,,282,314,1917,24.0,82.0,353.0,11.0,77.0,319.0,3.52,3.92
677,1986,NHL,WAS,Division_Semi-Finals,1,,80,38,32,10.0,,86,1.08,,,285,278,1720,21.5,65.0,355.0,15.0,58.0,326.0,3.56,3.48
678,1986,NHL,WIN,Division_Finals,1,,80,40,32,8.0,,88,1.1,,,279,271,1537,19.2,52.0,300.0,9.0,53.0,324.0,3.49,3.39
679,1987,NHL,BOS,Finals,1,,80,44,30,6.0,,94,1.18,,,300,251,2443,30.5,74.0,446.0,10.0,70.0,425.0,3.75,3.14
680,1987,NHL,BUF,Division_Semi-Finals,1,,80,37,32,11.0,,85,1.06,,,283,305,2277,28.5,80.0,464.0,13.0,96.0,439.0,3.54,3.81
681,1987,NHL,CAL,Division_Finals,1,,80,48,23,9.0,,105,1.31,,,397,305,2431,30.4,109.0,383.0,11.0,94.0,480.0,4.96,3.81
682,1987,NHL,CHI,Division_Semi-Finals,1,,80,30,41,9.0,,69,0.86,,,284,328,2228,27.9,98.0,426.0,13.0,96.0,484.0,3.55,4.1
683,1987,NHL,DET,Conference_Finals,1,,80,41,28,11.0,,93,1.16,,,322,269,2391,29.9,72.0,383.0,8.0,73.0,453.0,4.03,3.36
684,1987,NHL,EDM,Stanley_Cup,1,,80,44,25,11.0,,99,1.24,,,363,288,2173,27.2,88.0,402.0,11.0,86.0,447.0,4.54,3.6
685,1987,NHL,HAR,Division_Semi-Finals,1,,80,35,38,7.0,,77,0.96,,,249,267,2046,25.6,84.0,477.0,17.0,67.0,426.0,3.11,3.34
686,1987,NHL,LAK,Division_Semi-Finals,1,,80,30,42,8.0,,68,0.85,,,318,359,2124,26.6,103.0,474.0,14.0,96.0,425.0,3.98,4.49
687,1987,NHL,MNS,,0,,80,19,48,13.0,,51,0.64,,,242,349,2313,28.9,81.0,450.0,16.0,108.0,436.0,3.02,4.36
688,1987,NHL,MTL,Division_Finals,1,,80,45,22,13.0,,103,1.29,,,298,238,1830,22.9,63.0,397.0,17.0,64.0,395.0,3.72,2.98
689,1987,NHL,NJD,Conference_Finals,1,,80,38,36,6.0,,82,1.03,,,295,296,2315,28.9,98.0,479.0,12.0,101.0,467.0,3.69,3.7
690,1987,NHL,NYI,Division_Semi-Finals,1,,80,39,31,10.0,,88,1.1,,,308,267,1732,21.7,87.0,387.0,8.0,94.0,416.0,3.85,3.34
691,1987,NHL,NYR,,0,,80,36,34,10.0,,82,1.03,,,300,283,1775,22.2,111.0,491.0,11.0,82.0,423.0,3.75,3.54
692,1987,NHL,PHI,Division_Semi-Finals,1,,80,38,33,9.0,,85,1.06,,,292,292,2194,27.4,83.0,461.0,6.0,90.0,475.0,3.65,3.65
693,1987,NHL,PIT,,0,,80,36,35,9.0,,81,1.01,,,319,316,2211,27.6,110.0,500.0,19.0,120.0,507.0,3.99,3.95
694,1987,NHL,QUE,,0,,80,32,43,5.0,,69,0.86,,,271,306,2042,25.5,99.0,456.0,17.0,96.0,410.0,3.39,3.82
695,1987,NHL,STL,Division_Finals,1,,80,34,38,8.0,,76,0.95,,,278,294,1919,24.0,82.0,413.0,5.0,83.0,402.0,3.48,3.68
696,1987,NHL,TOR,Division_Semi-Finals,1,,80,21,49,10.0,,52,0.65,,,273,345,1782,22.3,54.0,347.0,9.0,93.0,420.0,3.41,4.31
697,1987,NHL,VAN,,0,,80,25,46,9.0,,59,0.74,,,272,320,2196,27.5,81.0,435.0,18.0,83.0,404.0,3.4,4.0
698,1987,NHL,WAS,Division_Finals,1,,80,38,33,9.0,,85,1.06,,,281,249,1680,21.0,94.0,469.0,15.0,75.0,394.0,3.51,3.11
699,1987,NHL,WIN,Division_Semi-Finals,1,,80,33,36,11.0,,77,0.96,,,292,310,2278,28.5,110.0,432.0,17.0,94.0,444.0,3.65,3.88
700,1988,NHL,BOS,Division_Finals,1,,80,37,29,14.0,,88,1.1,,,289,256,1929,24.1,85.0,429.0,4.0,67.0,374.0,3.61,3.2
701,1988,NHL,BUF,Division_Semi-Finals,1,,80,38,35,7.0,,83,1.04,,,291,299,2034,25.4,78.0,380.0,12.0,86.0,410.0,3.64,3.74
702,1988,NHL,CAL,Stanley_Cup,1,,80,54,17,9.0,,117,1.46,,,354,226,2444,30.6,101.0,405.0,8.0,78.0,457.0,4.42,2.82
703,1988,NHL,CHI,Conference_Finals,1,,80,27,41,12.0,,66,0.83,,,297,335,2496,31.2,91.0,434.0,16.0,122.0,481.0,3.71,4.19
704,1988,NHL,DET,Division_Semi-Finals,1,,80,34,34,12.0,,80,1.0,,,313,316,2245,28.1,73.0,352.0,8.0,79.0,426.0,3.91,3.95
705,1988,NHL,EDM,Division_Semi-Finals,1,,80,38,34,8.0,,84,1.05,,,325,306,1931,24.1,83.0,419.0,17.0,78.0,452.0,4.06,3.82
706,1988,NHL,HAR,Division_Semi-Finals,1,,80,37,38,5.0,,79,0.99,,,299,290,1672,20.9,87.0,418.0,18.0,70.0,377.0,3.74,3.62
707,1988,NHL,LAK,Division_Finals,1,,80,42,31,7.0,,91,1.14,,,376,335,2215,27.7,82.0,395.0,13.0,80.0,407.0,4.7,4.19
708,1988,NHL,MNS,Division_Semi-Finals,1,,80,27,37,16.0,,70,0.88,,,258,278,1972,24.7,78.0,392.0,9.0,82.0,441.0,3.22,3.48
709,1988,NHL,MTL,Finals,1,,80,53,18,9.0,,115,1.44,,,315,218,1537,19.2,80.0,381.0,13.0,58.0,326.0,3.94,2.72
710,1988,NHL,NJD,,0,,80,27,41,12.0,,66,0.83,,,281,325,2499,31.2,85.0,466.0,15.0,115.0,467.0,3.51,4.06
711,1988,NHL,NYI,,0,,80,28,47,5.0,,61,0.76,,,265,325,1822,22.8,85.0,378.0,7.0,103.0,390.0,3.31,4.06
712,1988,NHL,NYR,Division_Semi-Finals,1,,80,37,35,8.0,,82,1.03,,,310,307,1891,23.6,85.0,457.0,17.0,85.0,371.0,3.88,3.84
713,1988,NHL,PHI,Conference_Finals,1,,80,36,36,8.0,,80,1.0,,,307,285,2317,29.0,98.0,367.0,9.0,80.0,432.0,3.84,3.56
714,1988,NHL,PIT,Division_Finals,1,,80,40,33,7.0,,87,1.09,,,347,349,2670,33.4,119.0,491.0,16.0,111.0,482.0,4.34,4.36
715,1988,NHL,QUE,,0,,80,27,46,7.0,,61,0.76,,,269,342,2004,25.1,85.0,392.0,12.0,82.0,385.0,3.36,4.28
716,1988,NHL,STL,Division_Finals,1,,80,33,35,12.0,,78,0.98,,,275,285,1675,20.9,74.0,370.0,12.0,83.0,356.0,3.44,3.56
717,1988,NHL,TOR,,0,,80,28,46,6.0,,62,0.78,,,259,342,1740,21.8,56.0,334.0,14.0,98.0,359.0,3.24,4.28
718,1988,NHL,VAN,Division_Semi-Finals,1,,80,33,39,8.0,,74,0.93,,,251,253,1569,19.6,78.0,410.0,14.0,66.0,341.0,3.14,3.16
719,1988,NHL,WAS,Division_Semi-Finals,1,,80,41,29,10.0,,92,1.15,,,305,259,1836,23.0,96.0,443.0,13.0,73.0,362.0,3.81,3.24
720,1988,NHL,WIN,,0,,80,26,42,12.0,,64,0.8,,,300,355,1843,23.0,79.0,357.0,13.0,82.0,374.0,3.75,4.44
721,1989,NHL,BOS,Finals,1,,80,46,25,9.0,,101,1.26,,,289,232,1458,18.2,83.0,352.0,3.0,53.0,316.0,3.61,2.9
722,1989,NHL,BUF,Division_Semi-Finals,1,,80,45,27,8.0,,98,1.23,,,286,248,1449,18.1,79.0,358.0,7.0,58.0,351.0,3.58,3.1
723,1989,NHL,CAL,Division_Semi-Finals,1,,80,42,23,15.0,,99,1.24,,,348,265,1751,21.9,99.0,357.0,6.0,76.0,366.0,4.35,3.31
724,1989,NHL,CHI,Conference_Finals,1,,80,41,33,6.0,,88,1.1,,,316,294,2426,30.3,80.0,349.0,9.0,75.0,379.0,3.95,3.68
725,1989,NHL,DET,,0,,80,28,38,14.0,,70,0.88,,,288,323,2140,26.8,58.0,354.0,13.0,92.0,372.0,3.6,4.04
726,1989,NHL,EDM,Stanley_Cup,1,,80,38,28,14.0,,90,1.13,,,315,283,2046,25.6,84.0,407.0,6.0,82.0,417.0,3.94,3.54
727,1989,NHL,HAR,Division_Semi-Finals,1,,80,38,33,9.0,,85,1.06,,,275,268,2102,26.3,80.0,398.0,10.0,74.0,401.0,3.44,3.35
728,1989,NHL,LAK,Division_Finals,1,,80,34,39,7.0,,75,0.94,,,338,337,1844,23.1,76.0,343.0,14.0,88.0,366.0,4.22,4.21
729,1989,NHL,MNS,Division_Semi-Finals,1,,80,36,40,4.0,,76,0.95,,,284,291,2041,25.5,81.0,386.0,16.0,74.0,397.0,3.55,3.64
730,1989,NHL,MTL,Division_Finals,1,,80,41,28,11.0,,93,1.16,,,288,234,1590,19.9,54.0,340.0,7.0,57.0,295.0,3.6,2.92
731,1989,NHL,NJD,Division_Semi-Finals,1,,80,37,34,9.0,,83,1.04,,,295,288,1659,20.7,64.0,337.0,12.0,67.0,340.0,3.69,3.6
732,1989,NHL,NYI,Division_Semi-Finals,1,,80,31,38,11.0,,73,0.91,,,281,288,1777,22.2,78.0,330.0,8.0,87.0,371.0,3.51,3.6
733,1989,NHL,NYR,Division_Finals,1,,80,36,31,13.0,,85,1.06,,,279,267,2021,25.3,103.0,442.0,8.0,77.0,362.0,3.49,3.34
734,1989,NHL,PHI,,0,,80,30,39,11.0,,71,0.89,,,290,297,2067,25.8,65.0,338.0,13.0,77.0,406.0,3.62,3.71
735,1989,NHL,PIT,,0,,80,32,40,8.0,,72,0.9,,,318,359,2132,26.7,86.0,403.0,21.0,94.0,372.0,3.98,4.49
736,1989,NHL,QUE,,0,,80,12,61,7.0,,31,0.39,,,240,407,2104,26.3,70.0,371.0,15.0,98.0,382.0,3.0,5.09
737,1989,NHL,STL,Division_Finals,1,,80,37,34,9.0,,83,1.04,,,295,279,1809,22.6,79.0,351.0,12.0,67.0,351.0,3.69,3.49
738,1989,NHL,TOR,Division_Semi-Finals,1,,80,38,38,4.0,,80,1.0,,,337,358,2419,30.2,81.0,348.0,17.0,89.0,408.0,4.21,4.47
739,1989,NHL,VAN,,0,,80,25,41,14.0,,64,0.8,,,245,306,1644,20.6,64.0,374.0,8.0,86.0,342.0,3.06,3.82
740,1989,NHL,WAS,Conference_Finals,1,,80,36,38,6.0,,78,0.98,,,284,275,2204,27.6,70.0,412.0,15.0,71.0,370.0,3.55,3.44
741,1989,NHL,WIN,Division_Semi-Finals,1,,80,37,32,11.0,,85,1.06,,,298,290,1639,20.5,65.0,347.0,7.0,57.0,333.0,3.72,3.62
742,1990,NHL,BOS,Conference_Finals,1,,80,44,24,12.0,,100,1.25,,,299,264,1694,21.2,74.0,351.0,8.0,64.0,368.0,3.74,3.3
743,1990,NHL,BUF,Division_Semi-Finals,1,,80,31,30,19.0,,81,1.01,,,292,278,1733,21.7,73.0,400.0,8.0,62.0,368.0,3.65,3.48
